industry,country,date,keyword,cpc_usd,cpc_euro,searches,exchange_rate,final_cpc_usd,sea_expend_per_cap_usd,unemployment_rate,broadb_subscr_per_100_inhab,date_new,today,price_effect,quantity_effect,half_year,id,industry_date_country_id,price_effect_new,quantity_effect_new,retail,structural_break,country_1,country_2,country_3,country_4,country_5,country_6,apr,industry_new,industry_new_1,industry_new_2,industry_new_3,industry_new_4,industry_new_5,industry_new_6,industry_new_7,industry_new_8,industry_new_9,industry_new_10,industry_new_11,industry_new_12,industry_new_13,industry_new_14,industry_new_15,mean_searches,mean_searches_tenth,industry_time,country_time,mean_industry,mean_country
real estate,DEU,09/10,prefab homes,,,,1.31,,33.2,7.058,31.7,18533,19303,0.4245057,0.5754943,4,100,580,0.424506,0.575494,1,1,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,111375,11.1375,100,4,1.315714,2.63614
real estate,DEU,09/10,home building,,1.03,9900,1.31,1.35,33.2,7.058,31.7,18533,19303,0.4245057,0.5754943,4,100,580,,,1,1,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,111375,11.1375,100,4,1.315714,2.63614
real estate,DEU,09/10,home for sale,,1.97,49500,1.31,2.57,33.2,7.058,31.7,18533,19303,0.4245057,0.5754943,4,100,580,,,1,1,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,111375,11.1375,100,4,1.315714,2.63614
real estate,DEU,09/10,real estate,,0.96,368000,1.31,1.25,33.2,7.058,31.7,18533,19303,0.4245057,0.5754943,4,100,580,,,1,1,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,111375,11.1375,100,4,1.315714,2.63614
real estate,DEU,09/10,realtor,,0.91,18100,1.31,1.19,33.2,7.058,31.7,18533,19303,0.4245057,0.5754943,4,100,580,,,1,1,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,111375,11.1375,100,4,1.315714,2.63614
real estate,ESP,09/10,realtor,,1.24,110,1.31,1.62,18.27,20.075,22.87,18533,19303,0.2887232,0.7112768,4,100,588,0.288723,0.711277,1,1,0,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12762,1.2762,100,12,1.315714,1.233582
real estate,ESP,09/10,home building,,0.29,18100,1.31,0.38,18.27,20.075,22.87,18533,19303,0.2887232,0.7112768,4,100,588,,,1,1,0,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12762,1.2762,100,12,1.315714,1.233582
real estate,ESP,09/10,prefab homes,,0.24,33100,1.31,0.31,18.27,20.075,22.87,18533,19303,0.2887232,0.7112768,4,100,588,,,1,1,0,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12762,1.2762,100,12,1.315714,1.233582
real estate,ESP,09/10,home for sale,,0.92,4400,1.31,1.2,18.27,20.075,22.87,18533,19303,0.2887232,0.7112768,4,100,588,,,1,1,0,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12762,1.2762,100,12,1.315714,1.233582
real estate,ESP,09/10,real estate,,0.53,8100,1.31,0.69,18.27,20.075,22.87,18533,19303,0.2887232,0.7112768,4,100,588,,,1,1,0,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12762,1.2762,100,12,1.315714,1.233582
real estate,FRA,09/10,prefab homes,,0.92,18100,1.31,1.2,16.04,9.737,33.98,18533,19303,0.2627415,0.7372585,4,100,596,0.262741,0.737258,1,1,0,0,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40420,4.042,100,20,1.315714,1.572407
real estate,FRA,09/10,home building,,0.32,9900,1.31,0.42,16.04,9.737,33.98,18533,19303,0.2627415,0.7372585,4,100,596,,,1,1,0,0,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40420,4.042,100,20,1.315714,1.572407
real estate,FRA,09/10,realtor,,1.74,3600,1.31,2.27,16.04,9.737,33.98,18533,19303,0.2627415,0.7372585,4,100,596,,,1,1,0,0,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40420,4.042,100,20,1.315714,1.572407
real estate,FRA,09/10,real estate,,0.52,110000,1.31,0.68,16.04,9.737,33.98,18533,19303,0.2627415,0.7372585,4,100,596,,,1,1,0,0,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40420,4.042,100,20,1.315714,1.572407
real estate,FRA,09/10,home for sale,,0.53,60500,1.31,0.69,16.04,9.737,33.98,18533,19303,0.2627415,0.7372585,4,100,596,,,1,1,0,0,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40420,4.042,100,20,1.315714,1.572407
real estate,ITA,09/10,realtor,,0.87,18100,1.31,1.14,15.55,8.433,21.57,18533,19303,0.2567761,0.7432239,4,100,604,0.256776,0.743224,1,1,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6625,0.6625,100,28,1.315714,1.458772
real estate,ITA,09/10,prefab homes,,,,1.31,,15.55,8.433,21.57,18533,19303,0.2567761,0.7432239,4,100,604,,,1,1,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6625,0.6625,100,28,1.315714,1.458772
real estate,ITA,09/10,home building,,0.69,3600,1.31,0.9,15.55,8.433,21.57,18533,19303,0.2567761,0.7432239,4,100,604,,,1,1,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6625,0.6625,100,28,1.315714,1.458772
real estate,ITA,09/10,home for sale,,0.28,1900,1.31,0.37,15.55,8.433,21.57,18533,19303,0.2567761,0.7432239,4,100,604,,,1,1,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6625,0.6625,100,28,1.315714,1.458772
real estate,ITA,09/10,real estate,,0.83,2900,1.31,1.08,15.55,8.433,21.57,18533,19303,0.2567761,0.7432239,4,100,604,,,1,1,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6625,0.6625,100,28,1.315714,1.458772
real estate,GBR,09/10,prefab homes,,1.23,2900,1.31,1.61,74.83,7.853,32.74,18533,19303,0.6244231,0.3755768,4,100,612,0.624423,0.375577,1,1,0,0,0,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30300,3.03,100,36,1.315714,4.843944
real estate,GBR,09/10,realtor,,1.16,60500,1.31,1.52,74.83,7.853,32.74,18533,19303,0.6244231,0.3755768,4,100,612,,,1,1,0,0,0,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30300,3.03,100,36,1.315714,4.843944
real estate,GBR,09/10,home for sale,,1.25,60500,1.31,1.63,74.83,7.853,32.74,18533,19303,0.6244231,0.3755768,4,100,612,,,1,1,0,0,0,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30300,3.03,100,36,1.315714,4.843944
real estate,GBR,09/10,home building,,2.23,5400,1.31,2.91,74.83,7.853,32.74,18533,19303,0.6244231,0.3755768,4,100,612,,,1,1,0,0,0,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30300,3.03,100,36,1.315714,4.843944
real estate,GBR,09/10,real estate,,1.11,22200,1.31,1.45,74.83,7.853,32.74,18533,19303,0.6244231,0.3755768,4,100,612,,,1,1,0,0,0,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30300,3.03,100,36,1.315714,4.843944
real estate,USA,09/10,home building,,1.03,2900,1.31,1.35,52.47,8.925,27.35,18533,19303,0.538272,0.461728,4,100,620,0.538272,0.461728,1,1,0,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,70180,7.018,100,44,1.315714,4.924861
real estate,USA,09/10,home for sale,,0.93,9900,1.31,1.22,52.47,8.925,27.35,18533,19303,0.538272,0.461728,4,100,620,,,1,1,0,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,70180,7.018,100,44,1.315714,4.924861
real estate,USA,09/10,prefab homes,,1.08,8100,1.31,1.41,52.47,8.925,27.35,18533,19303,0.538272,0.461728,4,100,620,,,1,1,0,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,70180,7.018,100,44,1.315714,4.924861
real estate,USA,09/10,real estate,,1.17,165000,1.31,1.53,52.47,8.925,27.35,18533,19303,0.538272,0.461728,4,100,620,,,1,1,0,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,70180,7.018,100,44,1.315714,4.924861
real estate,USA,09/10,realtor,,2.22,165000,1.31,2.9,52.47,8.925,27.35,18533,19303,0.538272,0.461728,4,100,620,,,1,1,0,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,70180,7.018,100,44,1.315714,4.924861
telecommunications,DEU,09/10,broadband,,3.85,49500,1.31,5.03,33.2,7.058,31.7,18533,19303,0.7275596,0.2724404,4,108,628,0.72756,0.27244,0,1,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30160,3.016,108,4,3.724583,2.63614
telecommunications,DEU,09/10,mobile phone contracts,,2.83,14800,1.31,3.7,33.2,7.058,31.7,18533,19303,0.7275596,0.2724404,4,108,628,,,0,1,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30160,3.016,108,4,3.724583,2.63614
telecommunications,DEU,09/10,broadband providers,,3.96,14800,1.31,5.17,33.2,7.058,31.7,18533,19303,0.7275596,0.2724404,4,108,628,,,0,1,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30160,3.016,108,4,3.724583,2.63614
telecommunications,DEU,09/10,mobile broadband,,2.11,22200,1.31,2.76,33.2,7.058,31.7,18533,19303,0.7275596,0.2724404,4,108,628,,,0,1,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30160,3.016,108,4,3.724583,2.63614
telecommunications,DEU,09/10,phones,,0.53,49500,1.31,0.69,33.2,7.058,31.7,18533,19303,0.7275596,0.2724404,4,108,628,,,0,1,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30160,3.016,108,4,3.724583,2.63614
telecommunications,ESP,09/10,broadband,,,,1.31,,18.27,20.075,22.87,18533,19303,0.5950752,0.4049248,4,108,636,0.595075,0.404925,0,1,0,1,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7065,0.7065,108,12,3.724583,1.233582
telecommunications,ESP,09/10,mobile broadband,,1.28,6600,1.31,1.67,18.27,20.075,22.87,18533,19303,0.5950752,0.4049248,4,108,636,,,0,1,0,1,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7065,0.7065,108,12,3.724583,1.233582
telecommunications,ESP,09/10,mobile phone contracts,,0.85,260,1.31,1.11,18.27,20.075,22.87,18533,19303,0.5950752,0.4049248,4,108,636,,,0,1,0,1,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7065,0.7065,108,12,3.724583,1.233582
telecommunications,ESP,09/10,broadband providers,,2.09,14800,1.31,2.73,18.27,20.075,22.87,18533,19303,0.5950752,0.4049248,4,108,636,,,0,1,0,1,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7065,0.7065,108,12,3.724583,1.233582
telecommunications,ESP,09/10,phones,,0.46,6600,1.31,0.6,18.27,20.075,22.87,18533,19303,0.5950752,0.4049248,4,108,636,,,0,1,0,1,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7065,0.7065,108,12,3.724583,1.233582
telecommunications,FRA,09/10,broadband,,,,1.31,,16.04,9.737,33.98,18533,19303,0.5633605,0.4366395,4,108,644,0.563361,0.43664,0,1,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4433.333,0.4433334,108,20,3.724583,1.572407
telecommunications,FRA,09/10,mobile phone contracts,,1.87,8100,1.31,2.44,16.04,9.737,33.98,18533,19303,0.5633605,0.4366395,4,108,644,,,0,1,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4433.333,0.4433334,108,20,3.724583,1.572407
telecommunications,FRA,09/10,broadband providers,,2.41,3600,1.31,3.15,16.04,9.737,33.98,18533,19303,0.5633605,0.4366395,4,108,644,,,0,1,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4433.333,0.4433334,108,20,3.724583,1.572407
telecommunications,FRA,09/10,mobile broadband,,1.87,1600,1.31,2.44,16.04,9.737,33.98,18533,19303,0.5633605,0.4366395,4,108,644,,,0,1,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4433.333,0.4433334,108,20,3.724583,1.572407
telecommunications,FRA,09/10,phones,,,,1.31,,16.04,9.737,33.98,18533,19303,0.5633605,0.4366395,4,108,644,,,0,1,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4433.333,0.4433334,108,20,3.724583,1.572407
telecommunications,ITA,09/10,broadband,,,,1.31,,15.55,8.433,21.57,18533,19303,0.5557144,0.4442856,4,108,652,0.555714,0.444286,0,1,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4750,0.475,108,28,3.724583,1.458772
telecommunications,ITA,09/10,mobile broadband,,,,1.31,,15.55,8.433,21.57,18533,19303,0.5557144,0.4442856,4,108,652,,,0,1,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4750,0.475,108,28,3.724583,1.458772
telecommunications,ITA,09/10,broadband providers,,1.32,6600,1.31,1.72,15.55,8.433,21.57,18533,19303,0.5557144,0.4442856,4,108,652,,,0,1,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4750,0.475,108,28,3.724583,1.458772
telecommunications,ITA,09/10,mobile phone contracts,,0.68,2900,1.31,0.89,15.55,8.433,21.57,18533,19303,0.5557144,0.4442856,4,108,652,,,0,1,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4750,0.475,108,28,3.724583,1.458772
telecommunications,ITA,09/10,phones,,,,1.31,,15.55,8.433,21.57,18533,19303,0.5557144,0.4442856,4,108,652,,,0,1,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4750,0.475,108,28,3.724583,1.458772
telecommunications,GBR,09/10,broadband,,5.32,33100,1.31,6.95,74.83,7.853,32.74,18533,19303,0.8575325,0.1424675,4,108,660,0.857533,0.142468,0,1,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22260,2.226,108,36,3.724583,4.843944
telecommunications,GBR,09/10,broadband providers,,3.6,9900,1.31,4.7,74.83,7.853,32.74,18533,19303,0.8575325,0.1424675,4,108,660,,,0,1,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22260,2.226,108,36,3.724583,4.843944
telecommunications,GBR,09/10,mobile broadband,,4.05,27100,1.31,5.29,74.83,7.853,32.74,18533,19303,0.8575325,0.1424675,4,108,660,,,0,1,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22260,2.226,108,36,3.724583,4.843944
telecommunications,GBR,09/10,mobile phone contracts,,4.82,8100,1.31,6.3,74.83,7.853,32.74,18533,19303,0.8575325,0.1424675,4,108,660,,,0,1,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22260,2.226,108,36,3.724583,4.843944
telecommunications,GBR,09/10,phones,,4.31,33100,1.31,5.63,74.83,7.853,32.74,18533,19303,0.8575325,0.1424675,4,108,660,,,0,1,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22260,2.226,108,36,3.724583,4.843944
telecommunications,USA,09/10,broadband,,5.32,14800,1.31,6.95,52.47,8.925,27.35,18533,19303,0.8084497,0.1915503,4,108,668,0.80845,0.19155,0,1,0,0,0,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10060,1.006,108,44,3.724583,4.924861
telecommunications,USA,09/10,mobile phone contracts,,2.83,5400,1.31,3.7,52.47,8.925,27.35,18533,19303,0.8084497,0.1915503,4,108,668,,,0,1,0,0,0,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10060,1.006,108,44,3.724583,4.924861
telecommunications,USA,09/10,broadband providers,,3.42,5400,1.31,4.47,52.47,8.925,27.35,18533,19303,0.8084497,0.1915503,4,108,668,,,0,1,0,0,0,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10060,1.006,108,44,3.724583,4.924861
telecommunications,USA,09/10,mobile broadband,,4.34,6600,1.31,5.67,52.47,8.925,27.35,18533,19303,0.8084497,0.1915503,4,108,668,,,0,1,0,0,0,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10060,1.006,108,44,3.724583,4.924861
telecommunications,USA,09/10,phones,,4.31,18100,1.31,5.63,52.47,8.925,27.35,18533,19303,0.8084497,0.1915503,4,108,668,,,0,1,0,0,0,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10060,1.006,108,44,3.724583,4.924861
travel,DEU,09/10,flights,,,,1.31,,33.2,7.058,31.7,18533,19303,0.4956577,0.5043423,4,116,676,0.495658,0.504342,0,1,1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,61800,6.18,116,4,2.312,2.63614
travel,DEU,09/10,hotels,,,,1.31,,33.2,7.058,31.7,18533,19303,0.4956577,0.5043423,4,116,676,,,0,1,1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,61800,6.18,116,4,2.312,2.63614
travel,DEU,09/10,cruises,,1.27,33100,1.31,1.66,33.2,7.058,31.7,18533,19303,0.4956577,0.5043423,4,116,676,,,0,1,1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,61800,6.18,116,4,2.312,2.63614
travel,DEU,09/10,last minute,,,,1.31,,33.2,7.058,31.7,18533,19303,0.4956577,0.5043423,4,116,676,,,0,1,1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,61800,6.18,116,4,2.312,2.63614
travel,DEU,09/10,travel,,1.62,90500,1.31,2.12,33.2,7.058,31.7,18533,19303,0.4956577,0.5043423,4,116,676,,,0,1,1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,61800,6.18,116,4,2.312,2.63614
travel,ESP,09/10,cruises,,0.68,27100,1.31,0.89,18.27,20.075,22.87,18533,19303,0.3509971,0.6490029,4,116,684,0.350997,0.649003,0,1,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64320,6.432,116,12,2.312,1.233582
travel,ESP,09/10,hotels,,1.84,49500,1.31,2.4,18.27,20.075,22.87,18533,19303,0.3509971,0.6490029,4,116,684,,,0,1,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64320,6.432,116,12,2.312,1.233582
travel,ESP,09/10,last minute,,1.8,135000,1.31,2.35,18.27,20.075,22.87,18533,19303,0.3509971,0.6490029,4,116,684,,,0,1,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64320,6.432,116,12,2.312,1.233582
travel,ESP,09/10,travel,,0.61,60500,1.31,0.8,18.27,20.075,22.87,18533,19303,0.3509971,0.6490029,4,116,684,,,0,1,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64320,6.432,116,12,2.312,1.233582
travel,ESP,09/10,flights,,1.43,49500,1.31,1.87,18.27,20.075,22.87,18533,19303,0.3509971,0.6490029,4,116,684,,,0,1,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64320,6.432,116,12,2.312,1.233582
travel,FRA,09/10,cruises,,1.53,12100,1.31,2,16.04,9.737,33.98,18533,19303,0.321948,0.678052,4,116,692,0.321948,0.678052,0,1,0,0,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15766.67,1.576667,116,20,2.312,1.572407
travel,FRA,09/10,hotels,,,,1.31,,16.04,9.737,33.98,18533,19303,0.321948,0.678052,4,116,692,,,0,1,0,0,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15766.67,1.576667,116,20,2.312,1.572407
travel,FRA,09/10,last minute,,,,1.31,,16.04,9.737,33.98,18533,19303,0.321948,0.678052,4,116,692,,,0,1,0,0,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15766.67,1.576667,116,20,2.312,1.572407
travel,FRA,09/10,flights,,0.77,8100,1.31,1.01,16.04,9.737,33.98,18533,19303,0.321948,0.678052,4,116,692,,,0,1,0,0,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15766.67,1.576667,116,20,2.312,1.572407
travel,FRA,09/10,travel,,1.24,27100,1.31,1.62,16.04,9.737,33.98,18533,19303,0.321948,0.678052,4,116,692,,,0,1,0,0,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15766.67,1.576667,116,20,2.312,1.572407
travel,ITA,09/10,hotels,,2.25,6600,1.31,2.94,15.55,8.433,21.57,18533,19303,0.3152131,0.684787,4,116,700,0.315213,0.684787,0,1,0,0,0,1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21920,2.192,116,28,2.312,1.458772
travel,ITA,09/10,cruises,,0.79,18100,1.31,1.03,15.55,8.433,21.57,18533,19303,0.3152131,0.684787,4,116,700,,,0,1,0,0,0,1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21920,2.192,116,28,2.312,1.458772
travel,ITA,09/10,travel,,0.81,22200,1.31,1.06,15.55,8.433,21.57,18533,19303,0.3152131,0.684787,4,116,700,,,0,1,0,0,0,1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21920,2.192,116,28,2.312,1.458772
travel,ITA,09/10,last minute,,1.07,22200,1.31,1.4,15.55,8.433,21.57,18533,19303,0.3152131,0.684787,4,116,700,,,0,1,0,0,0,1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21920,2.192,116,28,2.312,1.458772
travel,ITA,09/10,flights,,1.47,40500,1.31,1.92,15.55,8.433,21.57,18533,19303,0.3152131,0.684787,4,116,700,,,0,1,0,0,0,1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21920,2.192,116,28,2.312,1.458772
travel,GBR,09/10,cruises,,2.66,27100,1.31,3.48,74.83,7.853,32.74,18533,19303,0.6889681,0.311032,4,116,708,0.688968,0.311032,0,1,0,0,0,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,85960,8.596,116,36,2.312,4.843944
travel,GBR,09/10,flights,,1.29,74000,1.31,1.69,74.83,7.853,32.74,18533,19303,0.6889681,0.311032,4,116,708,,,0,1,0,0,0,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,85960,8.596,116,36,2.312,4.843944
travel,GBR,09/10,hotels,,4.42,60500,1.31,5.78,74.83,7.853,32.74,18533,19303,0.6889681,0.311032,4,116,708,,,0,1,0,0,0,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,85960,8.596,116,36,2.312,4.843944
travel,GBR,09/10,last minute,,2.73,246000,1.31,3.57,74.83,7.853,32.74,18533,19303,0.6889681,0.311032,4,116,708,,,0,1,0,0,0,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,85960,8.596,116,36,2.312,4.843944
travel,GBR,09/10,travel,,1.86,22200,1.31,2.43,74.83,7.853,32.74,18533,19303,0.6889681,0.311032,4,116,708,,,0,1,0,0,0,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,85960,8.596,116,36,2.312,4.843944
travel,USA,09/10,cruises,,2.66,110000,1.31,3.48,52.47,8.925,27.35,18533,19303,0.6083357,0.3916643,4,116,716,0.608336,0.391664,0,1,0,0,0,0,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,133920,13.392,116,44,2.312,4.924861
travel,USA,09/10,flights,,1.29,90500,1.31,1.69,52.47,8.925,27.35,18533,19303,0.6083357,0.3916643,4,116,716,,,0,1,0,0,0,0,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,133920,13.392,116,44,2.312,4.924861
travel,USA,09/10,hotels,,4.56,301000,1.31,5.96,52.47,8.925,27.35,18533,19303,0.6083357,0.3916643,4,116,716,,,0,1,0,0,0,0,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,133920,13.392,116,44,2.312,4.924861
travel,USA,09/10,last minute,,1.7,33100,1.31,2.22,52.47,8.925,27.35,18533,19303,0.6083357,0.3916643,4,116,716,,,0,1,0,0,0,0,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,133920,13.392,116,44,2.312,4.924861
travel,USA,09/10,travel,,1.86,135000,1.31,2.43,52.47,8.925,27.35,18533,19303,0.6083357,0.3916643,4,116,716,,,0,1,0,0,0,0,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,133920,13.392,116,44,2.312,4.924861
fashion,DEU,09/10,jackets,,1.07,12100,1.31,1.4,33.2,7.058,31.7,18534,19303,0.4136613,0.5863387,4,44,244,0.413661,0.586339,1,1,1,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,41825,4.1825,44,4,0.6014815,2.63614
fashion,DEU,09/10,clothing,,0.62,12100,1.31,0.81,33.2,7.058,31.7,18534,19303,0.4136613,0.5863387,4,44,244,,,1,1,1,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,41825,4.1825,44,4,0.6014815,2.63614
fashion,DEU,09/10,shoes,,0.6,135000,1.31,0.78,33.2,7.058,31.7,18534,19303,0.4136613,0.5863387,4,44,244,,,1,1,1,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,41825,4.1825,44,4,0.6014815,2.63614
fashion,DEU,09/10,sportswear,,0.66,8100,1.31,0.86,33.2,7.058,31.7,18534,19303,0.4136613,0.5863387,4,44,244,,,1,1,1,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,41825,4.1825,44,4,0.6014815,2.63614
fashion,DEU,09/10,underwear,,,,1.31,,33.2,7.058,31.7,18534,19303,0.4136613,0.5863387,4,44,244,,,1,1,1,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,41825,4.1825,44,4,0.6014815,2.63614
fashion,ESP,09/10,jackets,,0.16,1300,1.31,0.21,18.27,20.075,22.87,18534,19303,0.2796618,0.7203382,4,44,252,0.279662,0.720338,1,1,0,1,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5700,0.57,44,12,0.6014815,1.233582
